uid,poi_href,poi_id,name,star,content,datetime,description,pics,tel,site,time,traffic,ticket,opentime,location,insides
71783903,/poi/6326654.html,6326654,洪江古商城,5,是为了看妓院才去的……老房子还不错，还有人住在古城里，还碰到了拍民国片的剧组，瞬间很穿越。,2014-01-04 15:34:45,古商城的空间分布。俯视古商城，曲折幽深，纵横交错的青石板路，将整座古城建筑隔划为“迷宫”状，而且极为富层次感。据清光绪15年（1889年），天柱欧阳钟伯吕精确所绘的《洪江街市全境图》中，清晰可见洪江的商业会馆及民居建筑，均按照阴阳八卦的哲学理论和传统礼制，因地制宜地进行规划实施，全城建筑大多临沅江、枕巫水、劈山填谷而建。从整体上看，尽管建筑多，分布广，但布局科学合理，错落有致，层层直冲山腰，呈扇状，整座城市与自然风光融为一体，相得益彰，充分体现了古人依山就势营造山水之美的那份独运匠心。每座建筑既有连通的严谨，变有独立的美观，完全具备了整体布局和空间分布的协调性，不失为南方古城建筑中的一部“建筑史书”。其建筑风貌集中体现在特色鲜明的传统建筑群上，那青瓦灰墙、阁楼飞檐的窨子屋，采光与疏风效果极佳，装饰与构架尽显气派，无不体现出古商城的霸气与富有。它是徽派建筑和江南民居建筑有机结合的经典，其建筑群落的地理空间以及建筑的形态特点、内部结构与周围的山水园林、地形水系的关系，都具有自己的特点，无论在政治军事、经济生活、文化教育方面，还是在宗教信仰、宗教制度、休闲娱乐等方面都保存了较为完整的人文形态。 古商城的现状规模。洪江古商城，现完好地保存有明代的寺院、古庙、商行，清代的钱庄、洋行、会馆、作坊、店铺、烟馆、客栈、青楼，民国的学堂、报馆等遗址380余栋，总面积近30万平方米，规模之大，面积之广，气势之雄，建筑之奇，内涵之深，保存之好，在全省乃至全国都极为罕见。其中有断续保存约8公里的青石板路和石阶码头蜿蜒迥深、高低错落；有康熙、乾隆、道光、同治、光绪、民国时期的门匾、楹联、石雕、石刻、题字等随处可见；有图案精美、雕工精湛、风格各异的太平缸40余个；有流散各处的碑文石刻48块，收藏文物380余件；有记载抗日战争雪峰战役重要史料的石碑“洪江奏凯亭记”；有清代著名书画家“扬州八怪”之一郑板桥和书法大师于右任的手迹墨宝等珍品；还有新石器时代古遗址3处，名人古墓葬1处；有散落在古商城内的宫、殿、祠、寺、庙、院、堂、庵和串连在一起的旧报社、钱庄、学堂、戏台、妓院、烟馆、酒店、客栈、作坊、店铺，确似一幅直观明、清、民国社会市井全貌的“清明上河图”。,720,0745-7632798,,,,120元/人，儿童半价,08:00—17:00,湖南省洪江市雄溪路,
71783903,/poi/3792190.html,3792190,萍乡汽车站,2,比较小，有点脏，从长沙过去完全没必要坐汽车，坐火车或者高铁好得多。,2014-10-07 15:25:46,,,,,,,,,,
71783903,/poi/3813949.html,3813949,武功山风景区,5,人很多，交通方便，景色美。吃饭的地方不多，可以露营。星星和云海日出都超级赞。,2014-10-07 15:27:36,武功山位于罗霄山脉北段，位于江西西部，地跨吉安市安福县、萍乡市的芦溪县、宜春市袁州区三地，是以自然风光为主要特色的山岳型风景区，同时也为国家AAAA级风景名胜区。 武功山资源类型与特色被概括为“山景雄秀、瀑布独特、草甸奇观、生态优良、天象称奇、人文荟萃”。现已规划面积160平方公里，规划景点200余处，整个风景区分为金顶、箕峰、杨思墓、九龙山、发云界、武功湖、武功温泉7个核心景区。区内自然形成了“峰、洞、瀑、石、云、松、寺”齐备的山色风光，区内10万亩高山草甸绵绵于海拔1600多米的高山之巅与巍峨山势相映成辉；峰顶神秘的古祭坛群距今已有1700多年的历史，被誉为华夏一绝；气势恢宏的高山瀑布群、云海日出、穿云石笋，奇特的怪石古松、峰林地貌和保存完好的原始森林等景观令游人叹为观止；武功山气候温和，四季分明，雨量充沛，低于同期庐山、黄山气温，是良好的避暑胜地。武功山动植物繁多，有动物200多种，植物2000多种，被中科院誉为天然动植物园。,3264,0799-7636666,,两天,武功山有好多入口，正门只有吉安安福和萍乡麻田两个方向	 1、萍乡-武功山  ①从萍乡南站到武功山的班车途径：高坑、芦溪沙湾、三口岩水库（卢德铭烈士陵园）、新泉、麻田，最终到达武功山金顶索道售票处。 发车时间：每天6:00-16:50，每20分钟一班，节假日根据客流量增加班次。（票价为18元每人，车程约1小时左右。） ②乘火车来武功山的游客，可以在萍乡火车站下车，然后直接在火车站门口的长途汽车站乘坐萍乡北站到武功山的快速巴士，经过西海温泉和发云界。（全程票价为22元。运营时间为5:400-17:00，每20分钟左右一班。）  2、吉安安福-武功山（距离有45公里 ） ①吉安下火车后有趟6:30直接到文家的班车，10点多到达武功山温泉山庄，13:00返回吉安火车站，每天一班次，票价：25元。  ②吉安到安福客车半小时一班，票价：15元；安福到浒坑镇途中经过泰山乡，半小时一次，票价：10元。,萍乡入口门票：70元（1.1-1.4米儿童半价，学生证、本地身份证可以打折）  安福入口门票：90元，观光车：30元,08:00—17:00,江西省萍乡市芦溪县东南边境,金顶|绝望坡|九龙山|箕峰景区|发云界
71783903,/poi/1435.html,1435,首义园美食街,3,室内的美食街，东西比较多，但是一般般，交通方便。离景点很近，人不是特别多。,2014-10-07 15:41:39,,,,,,,,,,
71783903,/poi/6150378.html,6150378,德天跨国大瀑布,5,是一个瀑布群，推荐坐小竹排可以近距离观察瀑布，景色还是不错的。,2014-10-07 16:08:32,德天跨国大瀑布横跨中国、越南两个国家，是亚洲第一、世界第四大跨国瀑布。 瀑布气势磅礴、蔚为壮观，与紧邻的越南板约瀑布相连，神奇而美妙。 70米高落差，飞泻而下，一波三折，形成三级瀑布，原生态的自然景观。 这里一年四季景色各异，雄奇瑰丽，变幻多姿，碧水长流，永不涸歇。 电视连续剧《花千骨》、《酒是故乡醇》的拍摄地之一。,2763,0771-2612482;0771-3772747,,半天或一天,德天跨国大瀑布位于中越边境、中国广西大新县。 1、琅东汽车站每日一班直达快巴，8:30发车，单程62元/人（2元保险），时程约4小时；回程车也是每日一班直达快巴，15:30发车，可游完出来后再买票，具体情况可向司机咨询。 2、可在北大客运中心或琅东客运站搭乘去大新县的直达班车，最早7:40发车，每小时一班，约50元/人。抵达大新县后，转乘前往德天瀑布景区的汽车，发车时间为6:30-17:30， 每小时一班，行程约1.5小时，车票15元/人，返程同前。（琅东和北大客运站联系方式见P，大新县客运站联系方式：0771-3630560） 3、自驾。路线：从南宁走快速,外地游客成人票价为80元/人（1.2-1.4米小孩为50元/人，1.2米以下免费；大新本地游客门票10元）。其他收费项目：竹筏一般20元/人；观光车10元/人。,8:00-17:30,崇左市大新县硕龙镇（延边公路旁）,
71783903,/poi/5435139.html,5435139,明仕田园,3,就是普通的田园山村，翻过山就是越南，景色没有什么特别的，倒是工作人员很热情。,2014-10-07 16:07:14,明仕田园山势俊秀，周围有小溪环绕，景色极为漂亮，素有小桂林之称 。 除了山水相映的景色外，这里还有清新淳朴的村寨、农田等风光。 景区是独特的喀斯特地貌，也是电视连续剧《花千骨》的主要取景地。 游客来此可以乘竹筏漂流、拍照观景，感受美妙的景色和宁静的田园生活。 有高档的明仕山庄酒店，也有快捷的经济型酒店，可因个人经济情况选择住宿。,856,0771-3775111,http://www.gxmingshi.com/,1-2天,明仕田园位于崇左市大新县西侧，距离南宁市区车程约200公里，距离著名的德天大瀑布景区车程约35公里。 1. 游玩名仕田园可以从各地到达大新县城，在大新县乘车前往。 南宁-大新 南宁西乡塘客运站坐南宁-大新县的班车（快车74元/人，慢车64元/人，一般是7:30-20:30每半小时一班）。客运站咨询电话：0771-3816650 大新-景区 大新县汽车站开通“大新-明仕-德天”旅游专线车，一般半天均可乘坐，约每40分钟一班，到明仕票价10元、到德天票价15元。 2. 另外，南宁目前也开通了“南宁-明仕-德天”旅游直通车，直通车分为一日和两日两种。 一日游：游客可以自选游玩明仕田园或德天瀑布中的一个，每天早上7:00南宁明园新都酒店出发，下午约16:00返程，往返车票99元（包含两景区中任选一个景区的门票、车上导游费）。 二日游：游客可以游玩明仕田园和德天瀑布两景区，每周二、周四、周六中午12:30从南宁城市候机楼万象城站出发，次日11:00从明仕田园景区返程，往返车票198元（包含两景区门票、车上导游费）。,门票80元，漂流套票（含景区门票、船票）120元。,8:00-17:00,崇左市大新县堪圩乡明仕村,
71783903,/poi/6304632.html,6304632,中越53号界碑边贸市场,5,人很多，卖的小玩意很多，小贩还会说中文，东西不贵也可以讲价。,2014-10-07 15:45:22,,,,,,,,,,
71783903,/poi/5423248.html,5423248,广州火车站,3,火车站广场上基本上没人，被工作人员疏散了，让人感觉好紧张。交通方便啦。,2014-10-07 15:58:35,,,,,,,,,,
71783903,/poi/5423270.html,5423270,广州火车南站,4,可能不是旺季人不是特别多，有地铁直达很方便。里面也有很多店铺。,2014-10-07 15:59:52,,,,,,,,,,
71783903,/poi/32392.html,32392,拱北口岸Gongbei Port,5,人超级多，排队排很久，内地这边办过关手续很快，旁边就是珠海火车站，坐动车过来很方便。,2014-10-07 16:04:49,,,,,,,,,,
71783903,/poi/7688443.html,7688443,珠海火车站（轻轨）ZhuHai Railway Station,5,从广州过来就在这里下车，旁边就是拱北口岸，去澳门很方便，人多。,2014-10-07 16:03:13,,,,,,,,,,
71783903,/poi/6005570.html,6005570,高山草甸,5,看到这个高山草甸才不虚此行。一望无际，漫山遍野的芦苇在朝阳与晨风中飘荡。,,--从景色最美的发云界到最高峰金顶，连绵不断二十余公里，面积达十万余亩。 --这里春日青翠如毯，秋时芦花摇曳，雨雾缥缈，云海升腾，宛若川西草原一般。  --另外，高山草甸是户外旅游和摄影的天堂，很多的人来此支帐篷等待着日出的出现。 --高山草甸的设施并不是很好，住宿条件很差，上厕所也需要收费。,560,,,1-2天,位于武功山景区内，武功山有好多入口，正门只有吉安安福和萍乡麻田两个方向	  1、萍乡-武功山  ①从萍乡南站到武功山的班车途径：高坑、芦溪沙湾、三口岩水库（卢德铭烈士陵园）、新泉、麻田，最终到达武功山金顶索道售票处。 发车时间：每天6:00-16:50，每20分钟一班，节假日根据客流量增加班次。（票价为18元每人，车程约1小时左右。） ②乘火车来武功山的游客，可以在萍乡火车站下车，然后直接在火车站门口的长途汽车站乘坐萍乡北站到武功山的快速巴士，经过西海温泉和发云界。（全程票价为22元。运营时间为5:400-17:00，每20分钟左右一班。）  2、吉安安福-武功山（距离有45公里 ） ①吉安下火车后有趟6:30直接到文家的班车，10点多到达武功山温泉山庄，13:00返回吉安火车站，每天一班次，票价：25元。   ②吉安到安福客车半小时一班，票价：15元；安福到浒坑镇途中经过泰山乡，半小时一次，票价：10元。,包含在景区门票内,全天开放,江西省吉安市安福县泰山乡,
71783903,/poi/16241.html,16241,城山日出峰Seongsan IIchulbong,5,人非常多，韩国本地人超级多的一个景点。山不高，体力差的都能爬上去，景色不错。,2014-12-05 18:38:42,城山日出峰是济州最东边山海相连的地方，看起来像个巨大的城郭，所以取名叫“城山”。从名字还可以得知，这里是看日出的好地方，这里的海上日出景象壮观，被称为瀛洲（济州古时候的叫法）第一景。 城山日出峰已被列入世界自然遗产，是济州的象征之一。它由于海底火山爆发而形成，是一块高耸于海面的巨岩，其顶部有巨大的火山口，99块尖石围绕在火山口周围，远看如同一顶巨大的皇冠。城山日出峰海拔182米，从山脚爬到山顶大约需要半个小时，站在山顶可以俯瞰山下多彩的植被以及火山喷发留下的遗迹。在这里不仅可以爬山还可以骑马，山脚下就有骑马场；另外 ，山顶还有下到海边的小路，约5-10分钟就可以到达海岸边，这里在天气晴朗的条件下会有海女表演，还可以乘快艇出海，体验海上的速度与激情（8分钟，10000韩元）。 城山日出峰每到春季会有大片的的油菜花在这里盛放，山坡上一片金黄，景色非常美。 如果想要在这里看海上日出，建议前一晚住在山脚下的酒店，因为济州市区与西归浦市区距离这里都有1小时以上的车程，十分不便。,6799,,,2小时,坐710到【城山日出峰】站下，步行约5-10分钟左右到达景区门口,成人（24岁以上-64岁以下）：2000韩元； 青少年（7岁以上-23岁以下）：1000韩元； 老年人（65岁以上）及6岁以下儿童：免费。 购买青年票需要出示护照。,周一-周日9：00-18：00,济州岛西归浦市城山邑城山里114,
32265758,/poi/7693911.html,7693911,巴音布鲁克天鹅湖,5,天鹅湖是巴音布鲁克最典的部分，很多天鹅栖息其中，白云倒映在或大或小的水塘中。但只有骑马才能进入，沿途要过满是泥巴的水滩以及无数扑面而来的蚊子。在骑马技能略有提升之后，回程我一路提着马绳跑了回来，蚊子这次咬不到我，但整个小腿和鞋子也都泥垢了。,,,,,,,,,,,
32265758,/poi/6222.html,6222,珞珈山,5,给母校打广告 不过去的人太多也不好 尤其樱花开的时候,2015-08-09 12:45:53,珞珈山位于中国湖北省武汉市武昌中部，东湖西南岸边，由十几个相连的小山组成。珞珈山海拔118.5米，为东湖南岸临湖最高峰，山顶可远眺东湖全景和武汉景色。珞珈山属亚热带湿润季风气候，四季明显。珞珈山植物茂盛。大部分种类的植物都是国立武汉大学建立后引种的。,97,,,2小时,,18.00元,08:00~17:00,武汉市武昌区,
32265758,/poi/10150.html,10150,茶卡盐湖,3,那些关于茶卡盐湖的最美倒影以及如镜子般海天一色的场景我并没有看到，一眼望去是晃瞎双眼的白茫茫一片，这种情况下拍得好坏全凭摄影师功夫。脱了鞋子在湖上走了半个小时候发现碰过水的地方全是一层盐，这可是食用级的哦，口重的可以来几口。,,--茶卡盐湖是柴达木盆地有名的天然结晶盐湖，中国的“天空之镜”，盐产量可供全国人民使用约75年。 --景区里有众多的盐雕可以观赏，还可以乘坐小火车，到盐湖的深处观光。 --游客可以赤脚走到湖面上观看和拍摄自己的倒影， 如果足够幸运，白天可以看到在这些河面上形成的海市蜃楼。 --若是连续几天阴雨，湖中的盐层可能会被稀释溶解掉，则会露出底下的泥地，不能下湖去玩。 --湖里很多小黑洞洞，其实是一个个的陷阱，千万别踩，而且越黑越危险。,17730,0977-8240129,,2-3小时,茶卡盐湖位于青海省海西蒙古族藏族自治州乌兰县茶卡镇，东距西宁298公里，距离黑马河乡约70公里。从镇上到盐湖约5公里，没有公共交通，只能步行或者打车，待客的出租车都会停在盐湖十字路口。 ①西宁-茶卡盐湖 客运： 1.西宁新宁路汽车站每天中午12点有一班发往茶卡盐湖的班车，车程5小时左右，票价约60元。 2.新宁路汽车站每天有4-5班发往乌兰县的班车，途中都经过茶卡镇，全程约6小时，票价约70元。 包车：环游青海湖时中途会经过茶卡盐湖，从西宁包小车环青海湖每辆每天400元左右，一般需要2-3天。 ②黑马河-茶卡盐湖 客运：从黑马河跟随盐车至湖区，50元左右。 包车：从黑马河包车前往，车费200元左右。,门票50元/人，乘坐小火车35元/人,7:00-18:30,青海省海西蒙古族藏族自治州乌兰县茶卡镇盐湖路9号,
32265758,/poi/77938.html,77938,查理大桥Charles Bridge,4,"来布拉格的盆友想品尝最正宗的当地美食, 根据个人经验总结, 要选绿颜色的不带英文的很不起眼的那种门面, 而且尽量不要在市区人多的地方找, 猪肘啤酒什么的真是便宜又好",2015-08-09 13:30:21,查理大桥始建于14世纪，是捷克历代国王加冕游行的必经之路。 大桥上有三十尊圣者雕像，据说只要用心触摸石雕像，便会带给此人一生的幸福。 这里已成为布拉格艺术的展示场所，游人可以观赏手工艺创作表演，还能买到很多艺术品。,2082,,,2小时,乘有轨电车12/20/22路至Malostranské náměstí站；或有轨电车17/18路至Karlovy lázně站  地铁：A线至Staroměstská站,免费，登塔需要15-30克朗,全天,"Between Mala Strana and the Old Town, Prague 11000, Czech Republic",
32265758,/poi/78101.html,78101,美泉宫Schönbrunn Palace,4,"值得一去 但这里中国旅游团实在不少  而维也纳市区那边反而国人不多  我估计国人大都不太喜欢西方古典乐吧 维也纳是音乐爱好者的天堂 尤其是我这样喜欢收碟的 二手的首版碟既便宜品相又好",2015-08-12 21:12:38,美泉宫得名于一眼泉水，这里原是一片开阔的绿地。有一次马蒂亚斯皇帝狩猎至此，饮一泉水，心神清爽，便称此泉为美丽泉。1743年，玛丽姬特蕾西亚女王下令在此建宫，这里便出现了气势磅礴的宫殿和巴洛克式花园。面积2.6万平方米，仅次于法国凡尔赛宫，是欧洲第二大宫殿。与霍夫堡宫并称为哈布斯堡王朝奥匈帝国皇室的冬、夏宫。 宫内有1400个房间，从中央大厅进去。有44间是洛可可式（18世纪欧洲流行的一种纤巧华美的建筑风格），优雅别致，但大多数是巴洛克式（17世纪欧洲流行的一种重视雕琢的建筑风格）。宫中专门有东方古典式建筑，如嵌镶紫檀、黑檀、象牙的中国式房间和用泥金和涂漆装饰的日本式房间。房间内部的装饰品也以东方风格统一协调，四壁和天花板上镶嵌着陶瓷器。在琳琅满目的陶瓷器摆设中，有中国青瓷、明朝万历彩瓷大盘和措花花瓶等。 宫内有哈布斯堡王朝历代帝王大摆筵席的餐厅和华丽的舞厅。宫内陈列着几辆玛丽亚特蕾西亚女皇加冕大典时用过的绣金马车。特蕾西亚女皇是奥地利历史上很有作为的一位女皇，她的著名格言是：“要中庸的和平，不要辉煌的战和。宫殿长廊挂满哈布斯堡正朝历代皇帝的肖像和记录画以及玛丽亚61蕾西亚女皇所生16个儿女的肖像画。其中最惹人注目的是后来成为法国国王路易十六的皇后玛丽少女时代的画像。优雅细致的笔调，把王朝当日的豪华盛景和奢丽气氛表达无遗。各房间和回廊拐角处装有各种式样的火炉，俄式的大火炉造型尤为奇特。,2555,(43-1)81113239,http://www.schoenbrunn.at/,4小时,地铁：U4线至Schönbrunn站 有轨电车：10、58路至Schönbrunn站 公交：10A路至Schönbrunn站,两种类型票价可选：Imperial Tour（可参观22个房间，用时30-40分钟）成人11.5欧，6-18岁8.5欧，19-25岁学生10.5欧，持维也纳卡10.5欧；Grand Tour（可参观40个房间，用时50-60分钟）成人14.5欧，6-18岁9.5欧，19-25岁学生13.2欧，持维也纳卡13.2欧。 另外还可以购买Sisi Ticket，可同时参观美泉宫、霍夫堡和帝王家具展（Imperial Furniture Collection），成人票价25.5欧，6-18岁15欧，19-25岁学生23欧，持维也纳卡23欧。门票费用均包含语音导览。,8:30-17:30（4月1日-6月30日、9月1日-10月31日） 8:30-18:30（7月1日-8月31日） 8:30-17:00（11月1日-3月31日）,"Schönbrunner Schloßstraße 47,Wien",
32265758,/poi/5430915.html,5430915,丽江古城,2,丽江这地方就是坑爹的   它的特点就是鱼龙混杂没有特点,2015-08-09 13:07:14,丽江古城在南宋时期就初具规模，已有 八、九百年的历史。自明朝时，丽江古城称“大研厢”，因其居丽江坝中心，四面青山环绕，一 片碧野之间绿水萦回，形似一块碧玉大砚，故而得名。,25518,0888-5116666;0888-5119111,http://www.ljgc.gov.cn/,半天-1天,市区乘坐公交车2路、13路在古城停车场站下车，或乘坐公交7路在百货大楼下车，可步行由古城北门进入；也可在市区乘坐公交2路、3路、12路在南门街站下车，可步行由古城南门进入,门票免费，但需缴古城维护费80元，一般由客栈、酒店等代收，也可在古城大门和各景点售票处购买(游玩玉龙雪山景区、木府、黑龙潭公园等景点，一般都会要求你出示古维费收据),全天,云南省丽江市古城区,木府|官门口|大水车|丽江四方街
32265758,/poi/6583819.html,6583819,喀纳斯湖Kanas Lake,4,门票185元，区间车80元，这只是喀纳斯湖的价钱，如果想去喀纳斯景区的白哈巴村及禾木景区，还要分别付大概和这个差不多的钱。湖水在云的投影下忽明忽暗，还有游船划出一道道的水痕。山区的气候风云突变，很快一片乌云从旁边的一座山峰奔走而来顺带还捎来一阵冷风,,--喀纳斯湖是藏在阿尔泰深山密林中的高山湖泊，与东边的禾木村和西边的白哈巴村构成了整个喀纳斯景区的主体。 --与其他两个村落的人文景观相比，喀纳斯湖以神秘的湖怪、变换颜色的湖水和炫目的自然风光而让人痴迷。 --整个湖呈弯月形，弯月的内侧为东岸，沿岸有6道向湖心凸出的平台，第3道湾的观湖台是赏湖上落日的最佳地点。 --位于湖西岸骆驼峰顶的观鱼台，是俯瞰喀纳斯湖全景的最佳角度，不仅可将四分之三湖面尽收眼底，还能观览湖周的层峦叠嶂、翠峰倒影。 --一些游客会从喀纳斯湖出发，向东徒步到达禾木村（1-2天），这已成为国内户外爱好者心目中的一条天堂线路。,4079,0999-8028697,http://www.kns.gov.cn/,1-2天,喀纳斯湖位于喀纳斯景区内，而疆外游客大多是先抵达首府乌鲁木齐（乌市），再从这里前往喀纳斯景区。 如何到达喀纳斯景区？ 到达喀纳斯景区后可乘景区区间车前往。喀纳斯景区区间车价格为80元，可任意乘坐。,喀纳斯景区门票：185元/人  喀纳斯景区区间车：80元/人   禾木门票：60元/人  白哈巴门票：50元/人 图瓦人家访：80元/人 禾木村、白哈巴村村落维护费：20元/人 喀纳斯景区至白哈巴景区单程票：62元/人 铁热克提乡至白哈巴景区单程票：62元/人 游船：120元/人  漂流：200元/人 篝火晚会：168元/人,8:30-19:30。开放时间会根据节假日和季节变化有所调整，以景区当天公告为准。,新疆维吾尔自治区阿勒泰地区布尔津县禾木-喀纳斯蒙古族乡喀纳斯景区内,
32265758,/poi/6752132.html,6752132,布尔津河堤夜市,1,"来布尔津的盆友们千万不要去河堤夜市  特别贵   想吃饭去美食街就足够了  各种口味都有还实惠",2015-08-09 13:36:36,,,,,,,,,,
32265758,/poi/78105.html,78105,霍夫堡宫,4,值得一去  但这里中国游客真是太多了   维也纳是音乐爱好者的天堂  尤其是我这样喜欢收碟的 二手的首版碟既便宜品相又好,2015-08-09 13:32:42,霍夫堡宫是奥地利哈布斯堡王朝的宫苑，坐落在首都维也纳的市中心。在1918年以前一直由皇室居住，13世纪时它是一座城堡，后来随着哈布斯堡家族权力的扩张和统治地域的扩大，这座城堡被扩建成为了豪华的皇宫。 皇宫依地势而建，分上宅、下宅两部分。上下两宅各有一个花园。上宅是帝王办公、迎宾和举行盛大活动的地方，下宅作为起居接借宿用。全宫有1400间装饰奇异的房间，镶嵌在一个四字形庞大的建筑群里。其中44间厅室装饰尤为富丽堂皇。如金碧辉煌的美景富大厅，1955年5月有历史意义的独立条约是在这里签订的，奥地利从此宣布了“永久中立”。 今天，这里是奥地利总统的办公地点，也是一个重要的会展中心，同时还包括众多的艺术品收藏展览，著名的茜茜公主博物馆就位于此。宫殿内的奥地利画廊珍藏着中世纪到现代的绘画和雕塑名作，这里实际上是奥地利宫廷美术博物馆。富苑内的珍宝馆存放着历代帝王的华丽服饰，传神的画像，光彩的珠宝。一顶镶嵌着各色宝石、珍珠的王冠，熠熠发光，它是哈布斯堡正朝统治的象征。,883,(43-1)5337570,http://www.hofburg-wien.at/,,地铁：U3线至Herrengasse站 有轨电车：1、2、D、J路至Burgring站 公交：2A、3A路至Hofburg站,成人11.5欧，6-18岁10.5欧，19-25岁学生10.5欧，持维也纳卡10.5欧  另外还可以购买Sisi Ticket，可同时参观美泉宫、霍夫堡和皇家家具展（Imperial Furniture Collection），成人票价25.5欧，6-18岁15欧，19-25岁学生23欧，持维也纳卡23欧。门票费用均包含语音导览。,9:00-17:30（9月至来年6月） 9:00-18:00（7月、8月）,"Hofburg, Michaelerkuppel,Vienna",
32265758,/poi/7201312.html,7201312,特劳恩施泰因公园1888酒店Parkhotel 1888 Traunstein,4,在这附近算不错的了  照片略浮夸哦,2015-08-10 20:11:25,,,,,,,,,,
32265758,/poi/27776.html,27776,赛里木湖,3,远看的时候我就被它的颜色惊到了，于是车停下后迫不及待地奔向湖边，浅蓝色的湖水拍打在湖边的碎石上，水中没有任何植物，看起来纯粹而广阔。,,--赛里木湖背靠雪山，湖边是广阔的草原，湖水清澈蔚蓝，因风景绝美一直是新疆最著名的几大景点之一。 --最佳游玩季节是每年的六七月份，此时湖边草原上开满了各色的野花，应照着雪山下的蔚蓝湖水，是不可错过的盛景。 --每年7月底至8月初，当地蒙古族和哈萨克族牧民会在这举行那达慕盛会。10月底牧民会迁出这里，不过冬季银装素裹景的色也非常美丽。  --赛里木湖边终年不化的雪山主要位于西侧，所以从湖东区域拍照视角较好，正好可以拍到雪山下面有湖水的美景。,3837,0909-7688552,http://www.xjslmh.com/,1-2天,赛里木湖位于新疆西部的博尔塔拉州，紧靠伊犁霍城等地，距离乌鲁木齐车程约600公里，绝大部分游客在游玩新疆西线（即伊犁线）时都会来到这里。 景区内目前没有区间车，私家车可以开入，所以包车游玩是赛里木湖的最佳游玩方式。 包车：前往赛里木湖及伊犁等地游玩，大多是从乌鲁木齐开始包车。常规线路最短是七天左右，将伊犁河谷内的巴音布鲁克景区、喀拉峻草原、昭苏草原、特克斯、那拉提草原、霍城薰衣草等景点一并游玩，也是游玩伊犁最经典的方式。乌鲁木齐旺季包小车的价格约为每车每天500元左右。 大巴：从乌鲁木齐到伊宁市的班车会经过赛里木湖，坐在车里就能望见这个群山环抱的蓝色湖泊，司机会应游客的要求在此停车，让游客走到湖边去游览一下，此外，博乐市和伊宁市都有专线旅游车可达。,成人门票70元 学生凭学生证、65-69岁老人凭身份证或老年证半价，1.2米以下儿童、70岁以上老人凭身份证或老年证免票。 (景区收费时间约为每年4月25日-10月10日收取门票，每天售票时间8:00-23:00，其他季节和时间湖边较少有人管理，一般不会收取门票),全天开放,新疆维吾尔自治区博尔塔拉州博乐市西南90多公里天山西段的高山盆地中,
32265758,/poi/17290.html,17290,布尔津,4,布尔津的栋建筑都粉刷了很多温暖而多样的的颜色，入夜之后，建筑上的灯光全部点亮，还有路灯以及树上的彩灯，色彩斑斓。我想这大概是天朝最漂亮的县城了吧。这里的哈密瓜实在太甜了。 布尔津的卡瓦斯口味更偏向啤酒，不同于霍尔果斯的蜂蜜味道。吃过之后发现夜市好贵好贵，坑游客的节奏啊。,,,,,,,,,,,
32265758,/poi/6061783.html,6061783,巴尔巴餐馆,3,大多维人。羊棒骨。手抓饭。极其酸的酸奶。新疆风味水饺。只要50块一份的大盘鸡。终于吃不下了。,,,,,,,,,,,
62689317,/poi/404.html,404,圣·索菲亚大教堂,5,索菲亚，还没进去过，等到自己的相机买到了，一定要好好去看看。,2014-05-09 12:32:10,圣索菲亚大教堂是远东地区最大的东正教堂。始建国土1907年3月，是沙俄东西伯利亚第四步兵师修建的随军教堂。后重建，直至1932年落成。它是目前中国保存最完美的典型拜占庭式建筑，这座诞生近百年的建筑宏伟壮观，古朴典雅，充溢着迷人的色彩。 教堂的墙体全部采用清水红砖，上冠巨大饱满的洋葱头穹顶，统率着四翼大小不同的帐蓬顶，形成主从式的布局。四个楼层之间有楼梯相连，前后左右有四个门出入。正门顶部为钟楼，7座铜铸制的乐钟恰好是7个音符，由训练有素的敲钟人手脚并用，敲打出抑扬顿挫的钟声。 巍峨壮美的圣索菲亚教堂，又是沙俄入侵东北的历史见证和研究哈尔滨市近代历史的重要珍迹。教堂内部现为哈尔滨市建筑艺术馆，展出了哈尔滨发展史上珍贵的照片。,8235,,,1小时,乘1、5、20、61、113、114、206路等公交车在兆麟街站下车后，步行可达,成人20元/人，儿童、学生10元/人,8:30-17:00,哈尔滨市道里区透笼街88号耂十二,
62689317,/poi/405.html,405,中央大街步行街,5,刚来哈尔滨时还没觉得它那么特别，随着渐渐的对它的认识深了，也越来越喜欢了。,2014-05-09 12:32:05,中央大街步行街始建于1898年，初称中国大街。1925年改称为沿袭至今的中央大街，现在发展成为哈尔滨市最繁华的商业街。大街北起松花江防洪纪念塔，南至经纬街，全长1450米，被誉称哈尔滨第一街，以其独特的欧式建筑，鳞次栉比的精品商厦，花团锦簇的休闲小区以及异彩纷呈的文化生活，成为哈尔滨市一道亮丽的风景线。最奇特的是中央大街上铺的石头，他是长方形条形石，但以纵向冲上铺满，还有街上71栋欧式及仿欧式的建筑颇有看点，巴洛克式、折衷主义，以及十九世纪末二十世纪初的新艺术运动建筑统统在这里体现。这些建筑是西方建筑艺术的精华，称中央大街为一条建筑的艺术长廊也不为过。,7319,,,3小时,乘53、113、114、126路公交车，在中央大街站下车,免费,全天开放,哈尔滨市道里区(北起松花江防洪纪念塔，南至经纬街),
